Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-02-19,S005,P0011, electronics ,West,260,157.0,101,162.82,12.73,20,Snowy,1,12.52,Winter
2022-11-22,S002,P0015,Clothing,West,453,143.0,116,156.04,10.9,5,Cloudy,0,8.47,Winter
2023-01-15,S005,P0020,Furniture,East,273,193.0,89,211.22,22.96,0,Snowy,0,22.49,Summer
22/05/2023,S002,P0013, electronics ,East,349,224.0,161,242.63,10.33,5,Sunny,0,11.53,Winter
2022-11-15,S002,P0008,Furniture,East,328,297.0,172,303.59,72.19,10,Rainy,1,73.11,Winter
2023-11-17,S005,P0011,Clothing,West,51,24.0,110,22.82,,5,Sunny,0,71.22,Summer
2023-04-01,S004,P0001, electronics ,South,381,193.0,23,197.64,27.83,5,Sunny,1,25.99,Autumn
2022-12-01,S002,P0013, electronics ,North,193,137.0,33,156.71,63.12,0,Rainy,0,65.13,Winter
2022-07-31,S004,P0018,Groceries ,North,457,107.0,140,120.55,70.58,15,Cloudy,0,71.97,Spring
2022-07-31,S003,P0017,Clothing,East,156,126.0,154,136.7,32.11,15,Rainy,0,34.3,Summer
07/10/2022,S004,P0011,Furniture,North,443,,184,291.94,87.05,15,Sunny,0,84.25,Summer
2022-11-05,S004,P0005, electronics ,East,63,15.0,51,28.3,83.85,5,Rainy,0,79.16,Spring
2023-04-17,S002,P0015,TOYS,South,416,151.0,70,161.1,29.02,0,Snowy,1,29.35,Summer
2022-12-23,S001,P0001, electronics ,East,455,77.0,160,75.08,31.09,20,Sunny,1,32.21,Spring
2022-10-09,S002,P0005, electronics ,South,62,14.0,138,20.41,35.93,5,Snowy,1,32.52,Winter
2023-09-30,S001,P0019,Clothing,North,453,376.0,107,394.95,48.66,5,Rainy,0,49.17,Autumn
2022-12-13,S003,P0016,Groceries ,West,365,116.0,134,121.31,10.74,0,Sunny,1,11.51,Summer
2022-07-14,S001,P0002,TOYS,North,270,75.0,126,75.5,47.85,15,Snowy,0,45.12,Winter
2022-07-17,S004,P0003,Groceries ,West,278,236.0,92,237.03,90.42,10,Rainy,1,93.77,Winter
2023-08-02,S001,P0001,Clothing,North,315,154.0,200,170.31,57.37,15,Rainy,1,54.8,Winter
2023-08-16,S002,P0002,Groceries ,East,137,21.0,176,23.81,54.41,15,Cloudy,1,53.58,Autumn
2022-11-11,S005,P0003,Groceries ,North,114,108.0,34,125.43,86.77,5,Sunny,1,90.24,Spring
06/06/2022,S002,P0004,Groceries ,East,402,75.0,102,72.95,67.34,20,Sunny,1,66.07,Winter
2023-11-25,S002,P0006,Clothing,North,188,134.0,67,138.37,88.53,5,Rainy,1,91.97,Summer
2023-10-04,S005,P0007, electronics ,North,198,87.0,97,102.76,16.54,5,Sunny,1,12.45,Summer
2023-11-01,S001,P0011,TOYS,South,52,49.0,185,44.43,22.4,10,Rainy,0,19.4,Summer
2023-12-01,S003,P0018,Groceries ,South,102,100.0,173,107.7,98.34,10,Snowy,1,99.18,Spring
2022-09-08,S002,P0007,Groceries ,South,337,38.0,21,42.18,27.41,5,Cloudy,1,22.59,Summer
16/02/2023,S002,P0004,TOYS,South,423,276.0,66,272.17,40.28,0,Rainy,0,41.43,Summer
2022-08-25,S004,P0017,Clothing,West,475,364.0,62,370.67,42.5,20,Rainy,0,43.6,Autumn
2022-12-16,S005,P0002,TOYS,South,302,36.0,30,40.2,83.89,0,Snowy,0,84.01,Summer
2022-06-25,S005,P0007, electronics ,East,244,159.0,30,177.66,24.32,10,Snowy,0,22.63,Summer
2022-02-07,S001,P0008,Groceries ,West,218,126.0,148,132.15,32.14,15,Cloudy,1,35.04,Summer
2022-10-25,S002,P0017, electronics ,East,491,91.0,182,94.37,59.39,20,Snowy,1,63.15,Winter
2023-12-27,S002,P0006,TOYS,South,223,,132,198.5,48.68,10,Cloudy,0,50.11,Spring
2022-03-20,S003,P0006,Clothing,West,224,48.0,176,58.82,25.46,0,Snowy,1,28.42,Winter
28/05/2022,S002,P0004,TOYS,North,224,,56,36.23,54.12,15,Sunny,0,54.14,Autumn
2022-01-05,S002,P0012,Groceries ,West,264,262.0,29,269.59,53.28,5,Rainy,0,56.77,Summer
04/06/2023,S003,P0010,Furniture,West,62,5.0,55,18.69,48.8,5,Snowy,1,45.05,Winter
2022-04-30,S001,P0004,Groceries ,East,190,71.0,117,70.65,95.9,20,Cloudy,0,94.96,Spring
19/01/2022,S001,P0019, electronics ,East,250,100.0,151,101.75,13.71,15,Sunny,1,13.59,Autumn
2022-08-28,S003,P0005,Furniture,South,195,,84,28.69,98.79,0,Cloudy,0,95.01,Autumn
2023-03-12,S001,P0012,Furniture,West,311,36.0,47,36.98,22.74,20,Snowy,1,27.13,Autumn
2023-06-24,S003,P0007,Furniture,North,145,12.0,103,31.98,92.29,10,Sunny,1,96.86,Summer
21/03/2022,S004,P0010,Groceries ,North,-150,264.0,45,267.25,13.26,20,Snowy,1,17.96,Summer
19/07/2023,S003,P0012,TOYS,East,453,105.0,53,102.83,53.48,20,Cloudy,1,51.59,Autumn
2022-03-27,S002,P0006,Groceries ,North,488,435.0,72,436.83,91.62,15,Sunny,0,87.77,Summer
27/06/2023,S005,P0009, electronics ,South,351,144.0,146,143.53,24.55,20,Rainy,1,27.28,Summer
2022-02-16,S001,P0005,Clothing,North,278,80.0,149,99.64,40.24,20,Snowy,0,36.59,Winter
2023-10-18,S004,P0003,Furniture,South,66,32.0,158,47.51,64.63,0,Sunny,1,62.91,Winter
2023-03-08,S001,P0018,Furniture,East,-150,229.0,123,219.07,84.2,0,Sunny,0,81.64,Autumn
21/12/2022,S002,P0018,Clothing,North,465,28.0,153,26.17,57.39,15,Rainy,0,60.06,Autumn
2022-04-05,S002,P0011,TOYS,East,170,119.0,97,122.93,32.74,20,Rainy,1,30.21,Autumn
2022-11-24,S002,P0001,Furniture,East,71,34.0,152,49.39,73.45,20,Sunny,1,71.29,Autumn
2023-10-22,S004,P0014, electronics ,East,335,17.0,171,23.46,,10,Cloudy,0,73.56,Summer
2023-05-22,S002,P0001, electronics ,South,295,235.0,128,229.3,24.46,15,Snowy,0,20.66,Spring
2023-09-14,S003,P0010,Furniture,East,253,,93,32.91,95.14,5,Sunny,1,96.7,Spring
2022-12-08,S002,P0019,Clothing,East,93,12.0,179,25.66,27.95,0,Rainy,1,26.23,Winter
09/01/2023,S002,P0001, electronics ,South,149,14.0,103,10.11,14.51,15,Snowy,0,10.82,Summer
2023-02-20,S001,P0008,TOYS,West,411,77.0,44,94.84,52.63,0,Sunny,1,54.8,Summer
2023-10-12,S004,P0003,Groceries ,South,482,357.0,92,357.89,10.62,15,Sunny,1,7.67,Winter
2022-06-13,S001,P0008,Clothing,North,371,111.0,177,102.73,27.41,15,Rainy,1,30.35,Autumn
19/05/2022,S002,P0002,TOYS,North,244,186.0,180,191.53,75.68,20,Rainy,0,77.37,Autumn
30/03/2023,S003,P0006,TOYS,North,261,67.0,132,72.47,52.99,10,Rainy,0,57.55,Spring
2023-03-27,S004,P0001,Groceries ,North,204,61.0,130,55.03,60.24,5,Cloudy,1,63.57,Autumn
2023-12-10,S002,P0020, electronics ,South,169,76.0,76,74.63,41.21,15,Snowy,1,43.93,Winter
2023-06-19,S001,P0002,TOYS,West,97,53.0,187,47.21,82.7,10,Cloudy,0,79.08,Autumn
2023-05-01,S005,P0014,Furniture,West,99,51.0,161,50.05,90.94,10,Rainy,0,95.1,Winter
2023-05-04,S003,P0013, electronics ,North,177,9.0,198,8.1,81.1,15,Rainy,1,79.11,Winter
2022-07-21,S003,P0003,Clothing,North,294,290.0,164,285.12,31.46,10,Rainy,0,35.82,Summer
2023-09-19,S004,P0014,TOYS,South,60,19.0,68,24.52,62.27,0,Sunny,1,59.02,Spring
2022-08-15,S001,P0012,Furniture,East,88,45.0,58,47.81,82.42,5,Sunny,0,83.56,Spring
2022-07-18,S005,P0014,Clothing,South,489,243.0,68,258.89,10.56,0,Cloudy,0,11.18,Autumn
2023-02-01,S005,P0005,Groceries ,East,121,86.0,90,78.39,20.94,0,Snowy,0,24.39,Summer
2023-09-21,S002,P0008,Groceries ,North,74,2.0,38,-7.21,63.08,15,Snowy,1,65.02,Autumn
2022-01-27,S002,P0007,TOYS,South,302,70.0,47,74.79,40.4,15,Snowy,1,39.7,Winter
2022-07-11,S004,P0017,Furniture,West,434,73.0,143,80.2,14.66,10,Sunny,1,12.12,Autumn
2022-10-24,S004,P0008,Furniture,West,102,43.0,45,37.78,55.42,20,Rainy,1,51.18,Summer
2022-05-21,S004,P0017,Groceries ,East,97,3.0,92,1.79,41.48,10,Snowy,1,44.91,Autumn
2022-11-17,S004,P0005,Groceries ,South,93,,67,75.25,52.71,10,Sunny,1,51.86,Spring
2023-12-09,S005,P0015,Groceries ,South,271,167.0,150,183.56,22.4,15,Snowy,1,20.59,Autumn
2023-08-13,S004,P0009, electronics ,South,497,266.0,187,273.56,33.01,20,Snowy,1,37.76,Winter
2022-07-31,S002,P0011,Groceries ,South,80,69.0,72,72.6,59.4,5,Sunny,1,63.64,Summer
2023-06-27,S001,P0013,Furniture,South,137,61.0,190,59.74,28.32,0,Cloudy,1,27.45,Summer
2022-05-07,S004,P0018, electronics ,West,114,31.0,111,35.01,84.41,20,Sunny,1,84.78,Spring
2022-05-14,S002,P0018,TOYS,North,92,30.0,158,37.83,87.74,10,Snowy,0,85.33,Summer
2023-04-18,S005,P0007,Groceries ,South,410,54.0,63,55.03,23.03,15,Sunny,1,23.91,Winter
2022-05-23,S001,P0005,Groceries ,North,257,20.0,70,26.24,31.71,0,Snowy,1,28.46,Winter
2022-01-07,S002,P0006,TOYS,North,429,68.0,41,65.93,38.51,20,Cloudy,0,35.74,Summer
2022-04-26,S001,P0009,Groceries ,North,476,461.0,76,476.79,67.72,0,Rainy,0,66.38,Summer
2022-08-25,S004,P0009,Clothing,East,454,138.0,102,145.43,79.95,15,Rainy,0,79.05,Summer
2023-07-07,S004,P0004,Furniture,East,232,73.0,135,81.71,38.87,5,Snowy,1,36.37,Summer
27/10/2022,S001,P0015,Clothing,West,484,31.0,176,36.57,15.5,15,Sunny,1,15.93,Spring
2023-11-05,S002,P0001,Clothing,South,171,132.0,92,135.27,13.27,0,Rainy,0,16.7,Spring
22/05/2023,S001,P0012, electronics ,North,324,292.0,155,285.45,83.38,20,Cloudy,0,86.16,Summer
2022-11-09,S002,P0004,Clothing,West,304,142.0,155,132.28,56.97,0,Sunny,0,58.22,Summer
2023-07-10,S002,P0010,Furniture,North,470,266.0,132,276.15,73.74,5,Sunny,0,68.92,Autumn
19/03/2023,S003,P0009,Groceries ,North,445,124.0,51,125.33,77.93,0,Rainy,1,73.89,Summer
2022-10-02,S002,P0002,Clothing,North,165,68.0,109,70.19,10.74,0,Snowy,0,11.86,Spring
2022-12-24,S005,P0012,TOYS,West,366,,153,142.45,54.56,10,Snowy,1,53.61,Spring
2023-03-13,S001,P0012,Groceries ,South,243,120.0,69,110.68,40.91,15,Cloudy,0,41.82,Spring
2022-07-04,S002,P0013,TOYS,East,274,184.0,180,199.48,96.9,5,Cloudy,1,92.11,Summer
2023-03-16,S003,P0002, electronics ,North,265,34.0,102,45.62,64.0,5,Sunny,1,61.64,Spring
2023-05-07,S005,P0009,TOYS,East,95,41.0,181,46.77,75.4,0,Snowy,1,71.66,Spring
2022-03-23,S005,P0009,Clothing,East,460,103.0,63,120.61,84.48,10,Cloudy,1,84.86,Winter
2023-10-02,S001,P0013, electronics ,South,104,9.0,127,20.45,68.88,5,Sunny,1,69.36,Winter
2023-10-08,S001,P0008, electronics ,North,60,29.0,95,23.3,35.28,5,Snowy,0,35.85,Winter
2022-08-20,S002,P0008,Groceries ,East,469,80.0,185,96.47,69.76,15,Rainy,0,72.23,Autumn
08/07/2022,S003,P0019,TOYS,West,269,,157,3.99,78.72,10,Snowy,1,74.32,Summer
2022-10-19,S002,P0013, electronics ,East,221,32.0,104,51.68,70.4,15,Snowy,0,68.91,Winter
2022-12-29,S003,P0016,Furniture,South,78,6.0,188,18.09,57.92,10,Snowy,0,61.69,Autumn
2022-06-13,S002,P0004, electronics ,East,100,53.0,145,56.01,85.69,0,Sunny,0,86.44,Summer
2023-12-07,S004,P0012,Clothing,North,108,72.0,175,68.36,79.96,15,Rainy,0,80.95,Autumn
2022-06-26,S005,P0016,Clothing,South,430,107.0,42,106.28,96.22,20,Sunny,1,100.24,Summer
2022-07-30,S001,P0012,TOYS,East,260,15.0,124,26.67,28.72,15,Sunny,0,30.46,Autumn
2022-11-29,S002,P0020,Clothing,South,464,237.0,187,230.35,29.24,15,Cloudy,0,32.42,Autumn
2022-05-26,S005,P0020,Clothing,North,390,170.0,21,175.41,62.03,20,Sunny,1,65.52,Winter
2023-05-02,S001,P0006, electronics ,East,121,32.0,94,42.38,21.88,5,Sunny,1,21.8,Autumn
2023-06-22,S003,P0014,Furniture,West,290,92.0,108,109.29,31.78,0,Cloudy,1,34.13,Spring
2022-01-18,S005,P0019,TOYS,West,499,194.0,159,197.82,80.76,10,Snowy,1,80.0,Winter
2023-12-15,S004,P0003,TOYS,South,63,21.0,25,34.51,74.54,10,Sunny,0,74.82,Autumn
2022-07-27,S004,P0011,Groceries ,South,304,245.0,127,238.43,43.88,20,Cloudy,0,40.98,Winter
2023-06-11,S001,P0006, electronics ,West,257,72.0,191,65.85,62.76,5,Sunny,0,60.48,Autumn
2023-05-04,S002,P0014,TOYS,West,271,76.0,79,95.97,85.08,15,Rainy,0,84.56,Autumn
2023-05-29,S003,P0007,Furniture,South,89,80.0,163,75.64,42.34,15,Sunny,0,42.26,Summer
2022-05-08,S003,P0004,TOYS,South,477,332.0,135,330.07,86.18,15,Rainy,1,89.31,Summer
2022-06-19,S003,P0015,Groceries ,North,92,88.0,200,82.24,10.89,10,Cloudy,0,8.62,Winter
2023-09-30,S004,P0012,Clothing,West,414,326.0,60,326.35,53.07,10,Cloudy,1,49.66,Summer
2023-06-13,S001,P0015,TOYS,East,341,288.0,163,291.76,73.94,10,Cloudy,1,76.95,Autumn
2023-12-18,S005,P0014,TOYS,South,305,167.0,175,185.38,19.28,20,Cloudy,0,20.8,Summer
2023-02-18,S002,P0017,Clothing,South,492,215.0,32,212.43,25.37,15,Sunny,1,23.45,Autumn
2023-03-16,S003,P0017, electronics ,East,183,166.0,34,167.13,39.4,20,Cloudy,1,36.32,Summer
24/06/2023,S002,P0003,TOYS,North,295,44.0,55,37.75,93.46,20,Cloudy,0,94.37,Spring
2023-10-05,S004,P0015,Groceries ,West,66,66.0,83,78.35,87.85,20,Sunny,0,83.17,Summer
2023-11-06,S003,P0014,Furniture,South,179,133.0,122,136.52,93.58,10,Snowy,1,91.96,Summer
2023-02-27,S004,P0004,Furniture,West,184,165.0,104,165.24,92.04,0,Snowy,0,96.6,Spring
2023-03-07,S001,P0016,TOYS,West,-150,170.0,90,176.41,30.91,20,Snowy,0,30.26,Winter
2022-10-05,S003,P0019,TOYS,North,226,100.0,60,106.08,24.42,0,Rainy,0,24.96,Spring
13/07/2022,S003,P0014,Furniture,North,480,116.0,84,113.39,68.99,10,Rainy,0,70.33,Summer
2022-03-31,S002,P0004, electronics ,West,224,34.0,167,30.96,49.77,5,Snowy,1,54.44,Winter
2023-10-23,S003,P0005,TOYS,East,180,67.0,53,69.51,,5,Sunny,1,15.03,Winter
2022-05-16,S005,P0006,Furniture,South,229,105.0,42,124.99,32.46,5,Cloudy,0,29.62,Spring
2022-10-24,S001,P0002,Clothing,West,209,141.0,83,135.86,95.54,15,Snowy,0,90.72,Summer
2022-02-22,S003,P0013,Furniture,South,156,133.0,192,125.82,26.88,10,Snowy,0,29.0,Summer
2023-01-01,S003,P0011,Groceries ,North,96,7.0,144,1.0,57.28,15,Snowy,1,53.64,Spring
2022-07-28,S004,P0012,Clothing,West,197,41.0,100,42.41,49.21,15,Sunny,0,53.76,Autumn
2023-07-09,S005,P0018,Groceries ,East,480,422.0,37,414.0,33.34,0,Sunny,1,32.14,Summer
2023-07-19,S001,P0003,Furniture,South,398,53.0,117,43.83,91.11,5,Cloudy,1,93.65,Summer
22/06/2023,S001,P0015,TOYS,East,142,138.0,82,133.85,64.48,10,Snowy,0,60.74,Summer
2023-02-25,S003,P0013, electronics ,East,167,,168,169.96,78.41,0,Snowy,0,75.16,Summer
2022-11-27,S002,P0017,TOYS,West,325,28.0,114,29.04,59.3,5,Snowy,0,64.04,Winter
2023-01-18,S005,P0016,TOYS,North,117,47.0,193,60.32,38.91,0,Sunny,1,35.48,Summer
2023-04-23,S001,P0012,Clothing,West,176,160.0,147,162.59,17.5,10,Rainy,0,19.44,Autumn
2022-09-20,S005,P0012,Groceries ,South,269,152.0,136,159.04,87.48,15,Snowy,1,85.34,Winter
2023-02-13,S003,P0012,Furniture,East,380,99.0,33,117.39,98.61,5,Rainy,1,93.72,Spring
2022-05-21,S002,P0019,Groceries ,South,435,42.0,45,36.9,13.07,20,Rainy,0,9.93,Summer
2023-10-24,S001,P0018,Clothing,South,134,129.0,184,133.12,68.33,10,Snowy,1,65.44,Autumn
07/10/2023,S003,P0018,TOYS,North,76,23.0,23,24.38,45.94,5,Sunny,1,44.16,Summer
2022-09-25,S005,P0008,Groceries ,North,385,51.0,24,43.6,13.04,0,Snowy,1,15.66,Winter
2022-11-11,S003,P0019,Furniture,West,419,141.0,153,148.49,97.75,0,Rainy,1,98.98,Spring
2023-10-13,S003,P0017,Clothing,North,230,208.0,98,208.64,14.27,0,Snowy,0,10.65,Autumn
2022-08-26,S002,P0019,Clothing,West,436,292.0,131,292.67,17.4,10,Sunny,1,20.79,Summer
2022-03-19,S001,P0006,Furniture,East,394,258.0,82,252.76,15.16,0,Snowy,0,16.15,Winter
2022-06-22,S003,P0010,Clothing,East,452,242.0,174,239.22,34.64,10,Snowy,1,38.5,Autumn
2022-07-08,S003,P0006,TOYS,North,146,21.0,101,23.91,21.93,10,Snowy,0,23.0,Autumn
15/02/2022,S004,P0004,Clothing,South,209,164.0,31,157.71,39.57,20,Sunny,0,34.7,Spring
2022-03-23,S005,P0018,Clothing,North,76,44.0,69,62.92,96.03,10,Rainy,1,96.04,Summer
2022-03-17,S005,P0013,Groceries ,East,327,313.0,53,329.31,82.73,20,Snowy,1,82.35,Summer
2023-01-31,S002,P0019,Clothing,East,116,114.0,39,125.88,13.48,20,Sunny,0,12.61,Summer
2023-03-20,S005,P0014, electronics ,North,319,259.0,139,250.94,14.62,10,Snowy,0,19.51,Autumn
2023-10-28,S002,P0014, electronics ,North,262,182.0,76,185.04,57.75,20,Rainy,0,61.62,Spring
2023-04-28,S001,P0004,Clothing,East,205,165.0,56,162.9,44.65,15,Sunny,0,42.05,Autumn
2023-06-05,S005,P0015,TOYS,South,159,0.0,85,6.69,57.58,20,Sunny,0,60.65,Winter
2023-11-24,S004,P0007, electronics ,South,174,27.0,78,44.66,,10,Snowy,0,52.33,Autumn
2023-06-11,S003,P0011,Furniture,East,134,90.0,66,88.02,12.36,5,Sunny,1,17.09,Spring
2023-08-23,S003,P0002,Furniture,East,274,85.0,135,87.23,78.65,20,Cloudy,0,81.22,Winter
2023-07-16,S001,P0013,TOYS,North,193,120.0,180,117.07,87.6,15,Snowy,0,85.34,Winter
2023-06-13,S005,P0013,TOYS,North,203,51.0,85,49.78,45.4,20,Rainy,0,43.28,Autumn
2022-06-03,S003,P0020,Clothing,North,117,55.0,135,72.36,27.0,5,Snowy,0,31.73,Spring
2022-08-17,S005,P0004,Clothing,North,238,189.0,84,180.11,32.43,0,Sunny,0,28.24,Autumn
2022-10-27,S001,P0010,Clothing,West,127,61.0,78,80.5,50.69,20,Rainy,0,52.76,Spring
2022-07-06,S005,P0013, electronics ,North,309,54.0,187,44.75,20.3,15,Cloudy,0,23.33,Spring
2023-08-20,S004,P0008, electronics ,North,104,71.0,66,74.62,54.82,20,Sunny,1,54.89,Winter
2023-07-07,S004,P0006,Clothing,East,427,268.0,118,265.02,10.93,0,Rainy,0,11.03,Spring
2023-09-08,S001,P0013,Groceries ,South,177,108.0,114,125.53,27.68,20,Cloudy,0,32.5,Summer
2022-11-24,S002,P0004,Furniture,North,73,,42,34.86,35.5,10,Rainy,1,31.81,Spring
24/10/2022,S002,P0013, electronics ,West,124,47.0,115,39.84,34.4,10,Sunny,1,34.36,Winter
21/09/2022,S005,P0015,Groceries ,West,279,43.0,33,48.51,93.48,20,Rainy,0,96.52,Autumn
2023-06-03,S003,P0019,TOYS,East,325,111.0,71,118.78,45.64,0,Cloudy,0,43.31,Summer
2022-06-12,S003,P0006,TOYS,South,315,175.0,117,186.27,21.4,0,Sunny,0,24.28,Autumn
2023-04-27,S005,P0014,Clothing,East,105,87.0,67,106.87,68.03,15,Sunny,0,66.3,Summer
2023-06-10,S003,P0005,Groceries ,South,54,17.0,177,28.07,73.33,5,Sunny,0,76.52,Spring
2022-09-13,S005,P0006, electronics ,South,151,5.0,54,-4.55,48.07,10,Rainy,1,43.82,Spring
2022-10-30,S001,P0009, electronics ,East,324,34.0,56,31.86,44.89,10,Sunny,0,42.22,Spring
2023-12-18,S003,P0004,Clothing,South,-150,116.0,91,135.31,25.25,20,Rainy,0,29.74,Spring
2023-08-18,S002,P0019,Furniture,West,302,76.0,87,83.75,83.52,10,Sunny,0,84.22,Summer
12/03/2023,S003,P0006,Furniture,West,283,1.0,40,-5.96,,15,Cloudy,0,22.01,Winter
2022-12-06,S002,P0019,Groceries ,North,442,110.0,79,121.64,,0,Cloudy,1,85.4,Summer
2022-06-22,S001,P0013,TOYS,North,68,37.0,133,54.15,38.54,10,Cloudy,0,39.56,Spring
2023-10-18,S005,P0010,Groceries ,South,387,191.0,126,206.92,74.16,5,Cloudy,1,72.03,Spring
2023-04-02,S005,P0007,Clothing,North,64,34.0,188,38.97,32.4,20,Snowy,0,32.43,Autumn
2022-11-25,S001,P0018,Clothing,East,439,36.0,147,53.08,89.78,10,Snowy,1,85.27,Summer
2023-09-08,S004,P0019,Furniture,South,74,4.0,137,6.78,29.12,10,Sunny,0,30.54,Winter
2022-12-26,S005,P0016,TOYS,South,430,119.0,30,127.25,44.15,20,Cloudy,1,46.8,Spring
21/12/2022,S005,P0020,TOYS,North,351,120.0,127,114.91,12.16,10,Sunny,0,8.96,Autumn
2023-06-27,S002,P0017,Clothing,East,293,42.0,111,42.72,76.49,20,Snowy,1,81.16,Winter
2023-04-30,S005,P0011,TOYS,South,321,111.0,162,102.88,72.92,15,Rainy,1,77.67,Spring
2023-10-27,S005,P0006,Groceries ,East,323,,44,197.04,60.13,0,Snowy,1,60.94,Spring
2023-06-11,S002,P0005,Furniture,West,160,36.0,164,36.71,67.73,5,Snowy,1,71.64,Winter
2023-05-06,S001,P0001, electronics ,South,54,11.0,110,21.62,51.5,20,Rainy,0,50.77,Summer
2023-06-02,S003,P0018, electronics ,West,399,10.0,145,4.0,58.06,15,Rainy,0,62.28,Winter
2022-07-06,S002,P0010,TOYS,North,472,159.0,39,167.44,72.32,0,Rainy,1,72.37,Summer
2023-12-04,S002,P0018,TOYS,West,419,390.0,67,398.55,23.25,5,Rainy,1,19.3,Autumn
2023-03-07,S003,P0006,Furniture,South,142,40.0,76,42.82,80.95,20,Sunny,0,79.1,Spring
2023-11-12,S003,P0010,Clothing,East,329,247.0,167,244.26,87.41,0,Cloudy,1,88.83,Summer
2022-08-04,S003,P0019,Furniture,West,173,54.0,130,56.53,17.43,15,Snowy,1,14.48,Winter
2022-09-26,S001,P0001,Groceries ,East,362,248.0,194,261.34,43.75,15,Cloudy,1,43.92,Summer
2023-12-16,S003,P0003,Clothing,North,335,268.0,20,267.3,48.22,10,Snowy,0,45.38,Spring
2023-06-15,S001,P0017,Furniture,East,393,49.0,166,43.04,10.23,15,Cloudy,0,10.07,Summer
2023-07-19,S003,P0003,TOYS,North,163,101.0,33,116.72,68.9,10,Rainy,0,66.08,Spring
2023-10-06,S002,P0014,TOYS,North,71,0.0,30,17.23,13.02,0,Cloudy,0,11.1,Spring
22/08/2022,S002,P0017,Furniture,East,428,121.0,190,134.23,60.75,20,Snowy,1,59.8,Summer
2023-05-27,S002,P0002, electronics ,North,454,350.0,125,366.1,32.75,15,Snowy,0,30.94,Autumn
2023-03-16,S003,P0009,Clothing,South,423,250.0,171,253.98,96.29,5,Snowy,0,97.32,Summer
2023-05-13,S005,P0012,Furniture,North,457,356.0,199,354.46,78.92,5,Sunny,1,81.86,Autumn
2022-12-30,S002,P0019, electronics ,West,235,116.0,184,123.29,10.81,5,Cloudy,0,6.8,Winter
2022-01-03,S002,P0007,TOYS,South,483,265.0,108,277.23,60.54,5,Rainy,0,55.83,Autumn
2022-08-30,S002,P0009,Groceries ,North,61,17.0,95,15.32,32.36,5,Rainy,0,32.01,Summer
2023-11-04,S002,P0005,Furniture,East,185,110.0,61,114.15,51.28,5,Sunny,0,52.18,Summer
2022-12-03,S003,P0013,TOYS,North,492,453.0,59,461.67,42.81,10,Snowy,1,40.74,Autumn
2023-04-06,S002,P0008,Furniture,South,246,162.0,99,177.08,53.69,10,Sunny,1,51.95,Summer
2023-03-31,S002,P0010,TOYS,North,435,369.0,70,365.0,38.09,0,Snowy,0,34.25,Autumn
2023-04-08,S002,P0015,Groceries ,North,273,64.0,154,70.23,56.13,0,Snowy,0,59.05,Spring
2023-03-01,S004,P0002,Groceries ,East,61,7.0,82,-1.88,,5,Sunny,1,19.12,Winter
2023-01-01,S001,P0002,TOYS,North,240,91.0,135,99.06,69.97,20,Cloudy,0,66.91,Winter
2023-07-11,S004,P0007, electronics ,South,261,,33,46.26,20.58,20,Snowy,1,19.86,Winter
2023-03-16,S001,P0018,Furniture,North,343,25.0,150,27.46,30.6,10,Sunny,0,26.15,Spring
2024-01-01,S002,P0004,TOYS,West,133,46.0,77,51.71,25.28,5,Cloudy,0,28.71,Summer
13/10/2023,S001,P0013,Groceries ,East,98,17.0,124,24.67,34.31,0,Snowy,1,30.69,Winter
2022-03-29,S003,P0016,Groceries ,North,66,56.0,27,66.55,15.63,10,Cloudy,1,12.88,Summer
2022-04-07,S002,P0013,Groceries ,North,193,154.0,59,160.66,93.48,5,Sunny,1,96.6,Autumn
2022-06-02,S001,P0009,TOYS,North,208,168.0,97,187.53,51.25,20,Sunny,1,53.77,Autumn
2023-04-22,S005,P0019,Clothing,South,334,,123,77.6,58.18,15,Snowy,0,53.63,Spring
2023-04-18,S003,P0008, electronics ,East,68,31.0,89,25.66,90.37,15,Snowy,0,91.7,Summer
2023-03-17,S002,P0019, electronics ,East,112,57.0,51,54.7,92.92,20,Snowy,0,90.68,Autumn
2022-04-24,S003,P0009,TOYS,South,395,306.0,89,320.48,39.86,20,Rainy,1,36.94,Summer
03/04/2022,S001,P0015,Groceries ,South,126,62.0,39,60.28,23.79,20,Rainy,1,27.72,Spring
2022-10-09,S004,P0003,Groceries ,West,84,42.0,143,37.28,39.11,5,Sunny,1,37.89,Spring
2022-05-08,S001,P0003,TOYS,North,418,46.0,74,48.53,82.47,5,Cloudy,0,79.85,Autumn
2023-11-19,S004,P0008,TOYS,North,356,12.0,112,22.24,43.3,5,Snowy,0,44.29,Autumn
2022-11-23,S003,P0011,Furniture,North,394,230.0,94,247.51,34.06,0,Snowy,0,31.49,Summer
2023-08-06,S004,P0004,TOYS,East,272,82.0,187,93.17,95.16,15,Sunny,0,99.88,Winter
2023-01-09,S004,P0014,Clothing,West,420,128.0,37,129.51,85.23,0,Cloudy,0,88.07,Autumn
2023-02-27,S003,P0020, electronics ,East,175,42.0,76,61.46,28.64,0,Sunny,0,30.08,Winter
2022-06-24,S003,P0018, electronics ,West,320,8.0,120,7.56,10.94,10,Sunny,1,9.74,Spring
